0	0.00344682
0.0001	0.00253415
0.0002	0.00252795
0.0003	0.00252485
0.0004	0.00252414
0.0005	0.0025239
0.0006	0.0025208
0.0007	0.00252986
0.0008	0.00252604
0.0009	0.00252414
0.001	0.00252104
0.0011	0.00252199
0.0012	0.00251889
0.0013	0.0025239
0.0014	0.00252104
0.0015	0.0025239
0.0016	0.00252199
0.0017	0.00252104
0.0018	0.00252295
0.0019	0.00252295
0.002	0.00252199
0.0021	0.00252008
0.0022	0.00252008
0.0023	0.00252199
0.0024	0.00252008
0.0025	0.0025239
0.0026	0.00260305
0.0027	0.00270295
0.0028	0.00280213
0.0029	0.00290298
0.003	0.00300193
0.0031	0.00310421
0.0032	0.0032022
0.0033	0.003304
0.0034	0.00340199
0.0035	0.00350285
0.0036	0.00360203
0.0037	0.00370216
0.0038	0.00380301
0.0039	0.00390196
0.004	0.00400305
0.0041	0.00410199
0.0042	0.00420308
0.0043	0.00430298
0.0044	0.00440216
0.0045	0.00450301
0.0046	0.00460291
0.0047	0.00470281
0.0048	0.00480199
0.0049	0.00490308
0.005	0.00500321
0.0051	0.00510192
0.0052	0.00520396
0.0053	0.00530195
0.0054	0.00540304
0.0055	0.00550389
0.0056	0.00560212
0.0057	0.00581002
0.0058	0.00580192
0.0059	0.00590301
0.006	0.00600386
0.0061	0.00610495
0.0062	0.00620508
0.0063	0.00630403
0.0064	0.00640297
0.0065	0.00650311
0.0066	0.00660396
0.0067	0.0067029
0.0068	0.00680399
0.0069	0.00690389
0.007	0.00700402
0.0071	0.00710416
0.0072	0.00720382
0.0073	0.00741196
0.0074	0.0074029
0.0075	0.00750303
0.0076	0.00760388
0.0077	0.00770402
0.0078	0.00780392
0.0079	0.00790596
0.008	0.00800395
0.0081	0.00810313
0.0082	0.00820303
0.0083	0.00830412
0.0084	0.00840402
0.0085	0.00850391
0.0086	0.008605
0.0087	0.00870514
0.0088	0.00880313
0.0089	0.00901008
0.009	0.00900292
0.0091	0.00910401
0.0092	0.00920391
0.0093	0.00930595
0.0094	0.00940418
0.0095	0.00950289
0.0096	0.00960517
0.0097	0.00970411
0.0098	0.00980592
0.0099	0.00990295
0.01	0.010005
